prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,21,2021,1.0,202,5,118.34,0,0,0.0,2.93,0.00,11,0,6.44,0,0.69,0.41,0.00,0.00
Yukon,Yukon,2021-05-29,21,2021,1.0,84,0,191.83,2,0,4.57,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2021-05-29,21,2021,1.0,128,2,280.67,0,0,0.0,4.39,0.00,12,0,26.31,0,0.35,0.76,0.00,0.00
Nunavut,Nunavut,2021-05-29,21,2021,1.0,645,9,1591.57,4,0,9.87,22.21,0.00,34,0,83.9,0,1.27,3.12,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-05-29,21,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-05-29,21,2021,,1374714,19758,3531.25,25124,264,64.54,50.75,0.68,50121,570,128.75,1.46,2822.57,7.25,37.71,0.10
British Columbia,Colombie-Britannique,2021-06-05,22,2021,1.0,145266,1427,2730.91,1719,20,32.32,26.83,0.38,3537,52,66.49,0.98,203.86,3.83,2.86,0.05
Alberta,Alberta,2021-06-05,22,2021,1.0,229116,1981,5043.15,2247,24,49.46,43.60,0.53,5106,59,112.39,1.3,283.00,6.23,3.43,0.08
Saskatchewan,Saskatchewan,2021-06-05,22,2021,1.0,47285,821,3957.56,546,9,45.7,68.71,0.75,1795,20,150.23,1.67,117.29,9.82,1.29,0.11
Manitoba,Manitoba,2021-06-05,22,2021,1.0,52530,2032,3727.59,1072,27,76.07,144.19,1.92,4553,44,323.09,3.12,290.29,20.60,3.86,0.27
Ontario,Ontario,2021-06-05,22,2021,1.0,536928,5212,3553.6,9002,94,59.58,34.50,0.62,12977,224,85.89,1.48,744.57,4.93,13.43,0.09
Quebec,Québec,2021-06-05,22,2021,1.0,366801,1805,4218.21,10603,29,121.93,20.76,0.33,4593,62,52.82,0.71,257.86,2.97,4.14,0.05
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,22,2021,1.0,1347,45,256.1,6,0,1.14,8.56,0.00,117,0,22.24,0,6.43,1.22,0.06,0.01
New Brunswick,Nouveau-Brunswick,2021-06-05,22,2021,1.0,2262,71,278.55,44,1,5.42,8.74,0.12,147,1,18.1,0.12,10.14,1.25,0.14,0.02
Nova Scotia,Nouvelle-Écosse,2021-06-05,22,2021,1.0,5648,147,553.87,87,4,8.53,14.42,0.39,458,10,44.91,0.98,21.00,2.06,0.55,0.05
Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,22,2021,1.0,205,3,120.1,0,0,0.0,1.76,0.00,8,0,4.69,0,0.41,0.24,0.00,0.00
Yukon,Yukon,2021-06-05,22,2021,1.0,85,1,194.11,2,0,4.57,2.28,0.00,1,0,2.28,0,0.14,0.33,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2021-06-05,22,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,2,0,4.39,0,0.04,0.09,0.00,0.00
Nunavut,Nunavut,2021-06-05,22,2021,1.0,649,4,1601.44,4,0,9.87,9.87,0.00,13,0,32.08,0,0.57,1.41,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-06-05,22,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-06-05,22,2021,,1388263,13549,3566.06,25332,208,65.07,34.80,0.53,33307,472,85.56,1.21,1935.57,4.97,29.71,0.08
British Columbia,Colombie-Britannique,2021-06-12,23,2021,1.0,146272,1006,2749.82,1730,11,32.52,18.91,0.21,2433,31,45.74,0.58,143.71,2.70,1.57,0.03
Alberta,Alberta,2021-06-12,23,2021,1.0,230423,1307,5071.92,2269,22,49.94,28.77,0.48,3288,46,72.37,1.01,186.71,4.11,3.14,0.07
Saskatchewan,Saskatchewan,2021-06-12,23,2021,1.0,47875,590,4006.94,555,9,46.45,49.38,0.75,1411,18,118.09,1.51,84.29,7.05,1.29,0.11
Manitoba,Manitoba,2021-06-12,23,2021,1.0,54163,1633,3843.47,1092,20,77.49,115.88,1.42,3665,47,260.07,3.34,233.29,16.55,2.86,0.20
Ontario,Ontario,2021-06-12,23,2021,1.0,540412,3484,3576.66,9047,45,59.88,23.06,0.30,8696,139,57.55,0.92,497.71,3.29,6.43,0.04
Quebec,Québec,2021-06-12,23,2021,1.0,368095,1294,4233.09,10622,19,122.15,14.88,0.22,3099,48,35.64,0.55,184.86,2.13,2.71,0.03
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,23,2021,1.0,1374,27,261.23,7,1,1.33,5.13,0.19,72,1,13.69,0.19,3.86,0.73,0.08,0.02
New Brunswick,Nouveau-Brunswick,2021-06-12,23,2021,1.0,2291,29,282.12,45,1,5.54,3.57,0.12,100,2,12.31,0.25,4.14,0.51,0.14,0.02
Nova Scotia,Nouvelle-Écosse,2021-06-12,23,2021,1.0,5729,82,561.82,89,2,8.73,8.04,0.20,229,6,22.46,0.59,11.65,1.14,0.33,0.03
Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,23,2021,1.0,206,1,120.69,0,0,0.0,0.59,0.00,4,0,2.34,0,0.12,0.07,0.00,0.00
Yukon,Yukon,2021-06-12,23,2021,1.0,100,15,228.37,2,0,4.57,34.26,0.00,16,0,36.54,0,2.14,4.89,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2021-06-12,23,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-06-12,23,2021,1.0,654,5,1613.78,4,0,9.87,12.34,0.00,9,0,22.21,0,0.71,1.76,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-06-12,23,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-06-12,23,2021,,1397735,9473,3590.39,25462,130,65.4,24.33,0.33,23022,338,59.14,0.87,1353.29,3.48,18.57,0.05
British Columbia,Colombie-Britannique,2021-06-19,24,2021,1.0,146996,724,2763.43,1740,10,32.71,13.61,0.19,1730,21,32.52,0.39,103.43,1.94,1.43,0.03
Alberta,Alberta,2021-06-19,24,2021,1.0,231295,872,5091.11,2290,21,50.41,19.19,0.46,2179,43,47.96,0.95,124.57,2.74,3.00,0.07
Saskatchewan,Saskatchewan,2021-06-19,24,2021,1.0,48381,506,4049.29,562,7,47.04,42.35,0.59,1096,16,91.73,1.34,72.29,6.05,1.00,0.08
Manitoba,Manitoba,2021-06-19,24,2021,1.0,55238,1075,3919.75,1118,26,79.33,76.28,1.84,2708,46,192.16,3.26,153.57,10.90,3.71,0.26
Ontario,Ontario,2021-06-19,24,2021,1.0,542832,2420,3592.67,9087,40,60.14,16.02,0.26,5904,85,39.07,0.56,345.71,2.29,5.71,0.04
Quebec,Québec,2021-06-19,24,2021,1.0,369073,978,4244.34,10636,14,122.31,11.25,0.16,2272,33,26.13,0.38,139.71,1.61,2.00,0.02
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-19,24,2021,1.0,1383,9,262.94,7,0,1.33,1.71,0.00,36,1,6.84,0.19,1.29,0.24,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-06-19,24,2021,1.0,2316,25,285.2,45,0,5.54,3.08,0.00,54,1,6.65,0.12,3.57,0.44,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-06-19,24,2021,1.0,5779,50,566.72,90,1,8.83,4.90,0.10,132,3,12.94,0.29,7.10,0.70,0.08,0.01
Prince Edward Island,Île-du-Prince-Édouard,2021-06-19,24,2021,1.0,206,0,120.69,0,0,0.0,0.00,0.00,1,0,0.59,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2021-06-19,24,2021,1.0,159,59,363.1,3,1,6.85,134.74,2.28,74,1,168.99,2.28,8.43,19.25,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-06-19,24,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-06-19,24,2021,1.0,657,3,1621.18,4,0,9.87,7.40,0.00,8,0,19.74,0,0.49,1.21,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-06-19,24,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-06-19,24,2021,,1404456,6721,3607.65,25582,120,65.71,17.26,0.31,16194,250,41.6,0.64,960.14,2.47,17.14,0.04
British Columbia,Colombie-Britannique,2021-06-26,25,2021,1.0,147475,479,2772.44,1749,9,32.88,9.00,0.17,1203,19,22.62,0.36,68.43,1.29,1.29,0.02
Alberta,Alberta,2021-06-26,25,2021,1.0,231810,515,5102.45,2297,7,50.56,11.34,0.15,1387,28,30.53,0.62,73.57,1.62,1.00,0.02
Saskatchewan,Saskatchewan,2021-06-26,25,2021,1.0,48706,325,4076.49,566,4,47.37,27.20,0.33,831,11,69.55,0.92,46.43,3.89,0.57,0.05
Manitoba,Manitoba,2021-06-26,25,2021,1.0,55878,640,3965.16,1138,20,80.75,45.42,1.42,1715,46,121.7,3.26,91.43,6.49,2.86,0.20
Ontario,Ontario,2021-06-26,25,2021,1.0,544714,1882,3605.13,9123,36,60.38,12.46,0.24,4302,76,28.47,0.5,268.86,1.78,5.14,0.03
Quebec,Québec,2021-06-26,25,2021,1.0,369725,652,4251.83,10648,12,122.45,7.50,0.14,1630,26,18.74,0.3,93.14,1.07,1.71,0.02
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-26,25,2021,1.0,1384,1,263.13,7,0,1.33,0.19,0.00,10,0,1.9,0,0.14,0.03,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-06-26,25,2021,1.0,2324,8,286.19,45,0,5.54,0.99,0.00,33,0,4.06,0,1.14,0.14,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-06-26,25,2021,1.0,5820,41,570.74,91,1,8.92,4.02,0.10,91,2,8.92,0.2,5.80,0.57,0.20,0.02
Prince Edward Island,Île-du-Prince-Édouard,2021-06-26,25,2021,1.0,207,1,121.27,0,0,0.0,0.59,0.00,1,0,0.59,0,0.08,0.05,0.00,0.00
Yukon,Yukon,2021-06-26,25,2021,1.0,264,105,602.89,4,1,9.13,239.79,2.28,164,2,374.52,4.57,15.00,34.26,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-06-26,25,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-06-26,25,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,3,0,7.4,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-06-26,25,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-06-26,25,2021,,1409105,4649,3619.6,25672,90,65.94,11.94,0.23,11370,210,29.21,0.54,664.14,1.71,12.86,0.03
British Columbia,Colombie-Britannique,2021-07-03,26,2021,1.0,147735,260,2777.33,1756,7,33.01,4.89,0.13,739,16,13.89,0.3,37.14,0.70,1.00,0.02
Alberta,Alberta,2021-07-03,26,2021,1.0,232163,353,5110.22,2304,7,50.71,7.77,0.15,868,14,19.11,0.31,50.43,1.11,1.00,0.02
Saskatchewan,Saskatchewan,2021-07-03,26,2021,1.0,48931,225,4095.32,568,2,47.54,18.83,0.17,550,6,46.03,0.5,32.14,2.69,0.29,0.02
Manitoba,Manitoba,2021-07-03,26,2021,1.0,56353,475,3998.87,1148,10,81.46,33.71,0.71,1115,30,79.12,2.13,67.86,4.82,1.43,0.10
Ontario,Ontario,2021-07-03,26,2021,1.0,546185,1471,3614.87,9152,29,60.57,9.74,0.19,3353,65,22.19,0.43,210.14,1.39,4.14,0.03
Quebec,Québec,2021-07-03,26,2021,1.0,370240,515,4257.76,10659,11,122.58,5.92,0.13,1167,23,13.42,0.26,73.57,0.85,1.57,0.02
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-03,26,2021,1.0,1387,3,263.7,7,0,1.33,0.57,0.00,4,0,0.76,0,0.43,0.08,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-07-03,26,2021,1.0,2335,11,287.54,45,0,5.54,1.35,0.00,19,0,2.34,0,1.57,0.19,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-07-03,26,2021,1.0,5847,28,573.39,92,1,9.02,2.75,0.10,69,2,6.77,0.2,3.98,0.39,0.08,0.01
Prince Edward Island,Île-du-Prince-Édouard,2021-07-03,26,2021,1.0,208,1,121.86,0,0,0.0,0.59,0.00,2,0,1.17,0,0.14,0.08,0.00,0.00
Yukon,Yukon,2021-07-03,26,2021,1.0,367,103,838.11,5,1,11.42,235.22,2.28,208,2,475.01,4.57,14.76,33.71,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-07-03,26,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-07-03,26,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-07-03,26,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-07-03,26,2021,,1412549,3445,3628.44,25740,68,66.12,8.85,0.17,8094,158,20.79,0.41,492.14,1.26,9.71,0.02
British Columbia,Colombie-Britannique,2021-07-10,27,2021,1.0,148077,342,2783.76,1760,4,33.09,6.43,0.08,602,11,11.32,0.21,48.86,0.92,0.57,0.01
Alberta,Alberta,2021-07-10,27,2021,1.0,232467,304,5116.91,2306,2,50.76,6.69,0.04,657,9,14.46,0.2,43.43,0.96,0.29,0.01
Saskatchewan,Saskatchewan,2021-07-10,27,2021,1.0,49240,309,4121.18,572,4,47.87,25.86,0.33,534,6,44.69,0.5,44.14,3.69,0.57,0.05
Manitoba,Manitoba,2021-07-10,27,2021,1.0,56826,473,4032.43,1160,12,82.31,33.56,0.85,948,22,67.27,1.56,67.57,4.79,1.71,0.12
Ontario,Ontario,2021-07-10,27,2021,1.0,547411,1226,3622.98,9189,37,60.82,8.11,0.24,2697,66,17.85,0.44,175.14,1.16,5.29,0.03
Quebec,Québec,2021-07-10,27,2021,1.0,370742,502,4263.53,10664,5,122.64,5.77,0.06,1017,16,11.7,0.18,71.71,0.82,0.71,0.01
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,27,2021,1.0,1402,15,266.55,7,0,1.33,2.85,0.00,18,0,3.42,0,2.14,0.41,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-07-10,27,2021,1.0,2336,1,287.66,46,1,5.66,0.12,0.12,12,1,1.48,0.12,0.14,0.02,0.14,0.02
Nova Scotia,Nouvelle-Écosse,2021-07-10,27,2021,1.0,5865,17,575.16,92,0,9.02,1.67,0.00,45,1,4.41,0.1,2.47,0.24,0.00,0.00
Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,27,2021,1.0,208,0,121.86,0,0,0.0,0.00,0.00,1,0,0.59,0,0.06,0.04,0.00,0.00
Yukon,Yukon,2021-07-10,27,2021,1.0,458,90,1045.92,5,0,11.42,205.53,0.00,193,1,440.75,2.28,12.90,29.47,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2021-07-10,27,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-07-10,27,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-07-10,27,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-07-10,27,2021,,1415830,3279,3636.87,25805,65,66.29,8.42,0.17,6724,133,17.27,0.34,468.43,1.20,9.29,0.02
British Columbia,Colombie-Britannique,2021-07-17,28,2021,1.0,148387,310,2789.58,1761,1,33.11,5.83,0.02,652,5,12.26,0.09,44.29,0.83,0.14,0.00
Alberta,Alberta,2021-07-17,28,2021,1.0,232755,288,5123.25,2315,9,50.96,6.34,0.20,592,11,13.03,0.24,41.14,0.91,1.29,0.03
Saskatchewan,Saskatchewan,2021-07-17,28,2021,1.0,49397,157,4134.32,575,3,48.13,13.14,0.25,466,7,39,0.59,22.43,1.88,0.43,0.04
Manitoba,Manitoba,2021-07-17,28,2021,1.0,57124,298,4053.58,1164,4,82.6,21.15,0.28,771,16,54.71,1.14,42.57,3.02,0.57,0.04
Ontario,Ontario,2021-07-17,28,2021,1.0,548455,1044,3629.89,9218,29,61.01,6.91,0.19,2270,66,15.02,0.44,149.14,0.99,4.14,0.03
Quebec,Québec,2021-07-17,28,2021,1.0,371279,537,4269.71,10669,5,122.69,6.18,0.06,1039,10,11.95,0.11,76.71,0.88,0.71,0.01
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,28,2021,1.0,1433,31,272.45,7,0,1.33,5.89,0.00,46,0,8.75,0,4.43,0.84,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-07-17,28,2021,1.0,2345,9,288.77,46,0,5.66,1.11,0.00,10,1,1.23,0.12,1.29,0.16,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-07-17,28,2021,1.0,5872,7,575.84,92,0,9.02,0.69,0.00,24,0,2.35,0,1.02,0.10,0.00,0.00
Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,28,2021,1.0,208,0,121.86,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2021-07-17,28,2021,1.0,499,41,1139.56,6,1,13.7,93.63,2.28,131,1,299.16,2.28,5.86,13.38,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-07-17,28,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-07-17,28,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-07-17,28,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-07-17,28,2021,,1418552,2722,3643.86,25857,52,66.42,6.99,0.13,6001,117,15.41,0.3,388.86,1.00,7.43,0.02
British Columbia,Colombie-Britannique,2021-07-24,29,2021,1.0,148936,549,2799.9,1767,6,33.22,10.32,0.11,859,7,16.15,0.13,78.43,1.47,0.86,0.02
Alberta,Alberta,2021-07-24,29,2021,1.0,233492,737,5139.47,2320,5,51.07,16.22,0.11,1025,14,22.56,0.31,105.29,2.32,0.71,0.02
Saskatchewan,Saskatchewan,2021-07-24,29,2021,1.0,49656,259,4156.0,578,3,48.38,21.68,0.25,416,6,34.82,0.5,37.00,3.10,0.43,0.04
Manitoba,Manitoba,2021-07-24,29,2021,1.0,57413,289,4074.09,1171,7,83.1,20.51,0.50,587,11,41.65,0.78,41.29,2.93,1.00,0.07
Ontario,Ontario,2021-07-24,29,2021,1.0,549557,1102,3637.18,9233,15,61.11,7.29,0.10,2146,44,14.2,0.29,157.43,1.04,2.14,0.01
Quebec,Québec,2021-07-24,29,2021,1.0,371978,699,4277.74,10677,8,122.79,8.04,0.09,1236,13,14.21,0.15,99.86,1.15,1.14,0.01
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,29,2021,1.0,1437,4,273.21,7,0,1.33,0.76,0.00,35,0,6.65,0,0.57,0.11,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-07-24,29,2021,1.0,2350,5,289.39,46,0,5.66,0.62,0.00,14,0,1.72,0,0.71,0.09,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-07-24,29,2021,1.0,5880,8,576.63,93,1,9.12,0.78,0.10,15,1,1.47,0.1,1.18,0.12,0.10,0.01
Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,29,2021,1.0,208,0,121.86,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2021-07-24,29,2021,1.0,551,52,1258.31,6,0,13.7,118.75,0.00,93,1,212.38,2.28,7.48,17.07,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2021-07-24,29,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-07-24,29,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-07-24,29,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-07-24,29,2021,,1422256,3704,3653.38,25902,45,66.53,9.51,0.12,6426,97,16.51,0.25,529.14,1.36,6.43,0.02
British Columbia,Colombie-Britannique,2021-07-31,30,2021,1.0,150049,1113,2820.83,1771,4,33.29,20.92,0.08,1662,10,31.24,0.19,159.00,2.99,0.57,0.01
Alberta,Alberta,2021-07-31,30,2021,1.0,234795,1303,5168.15,2324,4,51.15,28.68,0.09,2040,9,44.9,0.2,186.14,4.10,0.57,0.01
Saskatchewan,Saskatchewan,2021-07-31,30,2021,1.0,50024,368,4186.8,578,0,48.38,30.80,0.00,627,3,52.48,0.25,52.57,4.40,0.00,0.00
Manitoba,Manitoba,2021-07-31,30,2021,1.0,57620,207,4088.78,1178,7,83.59,14.69,0.50,496,14,35.2,0.99,29.57,2.10,1.00,0.07
Ontario,Ontario,2021-07-31,30,2021,1.0,550904,1347,3646.1,9246,13,61.19,8.91,0.09,2449,28,16.21,0.19,192.43,1.27,1.86,0.01
Quebec,Québec,2021-07-31,30,2021,1.0,372896,918,4288.3,10680,3,122.82,10.56,0.03,1617,11,18.6,0.13,131.14,1.51,0.43,0.00
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,30,2021,1.0,1437,0,273.21,7,0,1.33,0.00,0.00,4,0,0.76,0,0.00,0.00,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-07-31,30,2021,1.0,2365,15,291.23,46,0,5.66,1.85,0.00,20,0,2.46,0,2.14,0.26,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-07-31,30,2021,1.0,5886,6,577.21,93,0,9.12,0.59,0.00,14,1,1.37,0.1,0.82,0.08,0.04,0.00
Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,30,2021,1.0,208,0,121.86,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Yukon,Yukon,2021-07-31,30,2021,1.0,596,45,1361.07,7,1,15.99,102.77,2.28,97,1,221.52,2.28,6.43,14.68,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-07-31,30,2021,1.0,128,0,280.67,0,0,0.0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Nunavut,Nunavut,2021-07-31,30,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-07-31,30,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-07-31,30,2021,,1427578,5322,3667.05,25934,32,66.62,13.67,0.08,9026,77,23.19,0.2,760.29,1.95,4.57,0.01
British Columbia,Colombie-Britannique,2021-08-07,31,2021,1.0,152261,2212,2862.41,1772,1,33.31,41.58,0.02,3325,5,62.51,0.09,316.00,5.94,0.14,0.00
Alberta,Alberta,2021-08-07,31,2021,1.0,236790,1995,5212.07,2329,5,51.26,43.91,0.11,3298,9,72.59,0.2,285.00,6.27,0.71,0.02
Saskatchewan,Saskatchewan,2021-08-07,31,2021,1.0,50477,453,4224.71,582,4,48.71,37.91,0.33,821,4,68.71,0.33,64.71,5.42,0.57,0.05
Manitoba,Manitoba,2021-08-07,31,2021,1.0,57793,173,4101.05,1183,5,83.95,12.28,0.35,380,12,26.97,0.85,24.71,1.75,0.71,0.05
Ontario,Ontario,2021-08-07,31,2021,1.0,552807,1903,3658.69,9257,11,61.27,12.59,0.07,3250,24,21.51,0.16,271.86,1.80,1.57,0.01
Quebec,Québec,2021-08-07,31,2021,1.0,374508,1612,4306.84,10682,2,122.84,18.54,0.02,2530,5,29.09,0.06,230.29,2.65,0.29,0.00
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-07,31,2021,1.0,1443,6,274.35,7,0,1.33,1.14,0.00,6,0,1.14,0,0.86,0.16,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-08-07,31,2021,1.0,2414,49,297.27,46,0,5.66,6.03,0.00,64,0,7.88,0,7.00,0.86,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-08-07,31,2021,1.0,5901,15,578.69,93,0,9.12,1.47,0.00,21,0,2.06,0,2.20,0.22,0.00,0.00
Prince Edward Island,Île-du-Prince-Édouard,2021-08-07,31,2021,1.0,211,3,123.62,0,0,0.0,1.76,0.00,3,0,1.76,0,0.49,0.29,0.00,0.00
Yukon,Yukon,2021-08-07,31,2021,1.0,623,27,1422.73,8,1,18.27,61.66,2.28,72,2,164.42,4.57,3.90,8.92,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2021-08-07,31,2021,1.0,129,1,282.86,0,0,0.0,2.19,0.00,1,0,2.19,0,0.20,0.45,0.00,0.00
Nunavut,Nunavut,2021-08-07,31,2021,1.0,657,0,1621.18,4,0,9.87,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2021-08-07,31,2021,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2021-08-07,31,2021,,1436027,8449,3688.75,25963,29,66.69,21.70,0.07,13771,61,35.37,0.16,1207.00,3.10,4.14,0.01
British Columbia,Colombie-Britannique,2021-08-14,32,2021,1.0,155611,3350,2925.39,1779,7,33.44,62.98,0.13,5562,8,104.56,0.15,478.57,9.00,1.00,0.02
Alberta,Alberta,2021-08-14,32,2021,1.0,239963,3173,5281.91,2332,3,51.33,69.84,0.07,5168,8,113.75,0.18,453.29,9.98,0.43,0.01
Saskatchewan,Saskatchewan,2021-08-14,32,2021,1.0,51162,685,4282.04,586,4,49.05,57.33,0.33,1138,8,95.25,0.67,97.86,8.19,0.57,0.05
Manitoba,Manitoba,2021-08-14,32,2021,1.0,57996,203,4115.46,1184,1,84.02,14.41,0.07,376,6,26.68,0.43,29.00,2.06,0.14,0.01
Ontario,Ontario,2021-08-14,32,2021,1.0,555977,3170,3679.67,9268,11,61.34,20.98,0.07,5073,22,33.58,0.15,452.86,3.00,1.57,0.01
Quebec,Québec,2021-08-14,32,2021,1.0,377017,2509,4335.69,10685,3,122.88,28.85,0.03,4121,5,47.39,0.06,358.43,4.12,0.43,0.00
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-08-14,32,2021,1.0,1447,4,275.11,7,0,1.33,0.76,0.00,10,0,1.9,0,0.57,0.11,0.00,0.00
New Brunswick,Nouveau-Brunswick,2021-08-14,32,2021,1.0,2490,76,306.63,46,0,5.66,9.36,0.00,125,0,15.39,0,10.86,1.34,0.00,0.00
Nova Scotia,Nouvelle-Écosse,2021-08-14,32,2021,1.0,5922,21,580.74,93,0,9.12,2.06,0.00,36,0,3.53,0,2.96,0.29,0.00,0.00
Prince Edward Island,Île-du-Prince-Édouard,2021-08-14,32,2021,1.0,218,7,127.72,0,0,0.0,4.10,0.00,10,0,5.86,0,0.94,0.55,0.00,0.00
